,Cleaned Data
687,platothe platomay go   devil   inward conclusion
688,well well continued monsieur duval  wont say anything    subject since   delphine   touchy  
689,take glass  champagneyou like     afraid   said marsac pouring  glass
690,pg 123 monsieur duval sighed fidgeted   burst     know   afraidi  afraid     blame  letting  daughter  monsieur fontaine see  much     matters  still  uncertain   comtesse de fleury   see  two young people  deeply  love   
691,  continued  smile     danger    delphine   believe  talk  nothing except  folly  loving   loved true responded marsac gloomily  trying  drown  champagne  resentment  felt   scurvy trick  fate  played 
692,monsieur fontaine   gifted young fellow said monsieur duval
693,  replied marsac  enthusiasm
694, picture  painted admirable    objections  manspg 124 knowing something  art    sell  pictures said monsieur duval  cautious praise
695, wasahemmichael angelo  example michael angelo  devil  fellow  brush  paintpot   man  painted fontaines picture wasnt far behind    play literally screaming success
696, women  carried   hysterics  every performance
697,one    hoped would die  excitement
698, would   worth five thousand francs advertising
699, unfortunately  recovered    prospects seemed brightest   speech   journalists dinner  greatest effort  myi mean  fontaines life  signed articles  making sensation ah yes many night   satpg 125  writingthat  reading  articles
700,depend upon   things  go  fontaines name   remarkable   moment footman approached  handed marsac card saying  lady asked  monsieur fontaine marsac    hand  card back   happened  see   madame fleury stop  cried instantly give  moment  think
701,monsieur duval    comtesse de fleury come  fontaine
702, must  see  monsieur duval jumped  flurried  anxious      way   coming scene
703,good heavens
704,let  get away
705, must keep  poor child   sight
706, fontaine monsieur duval waddled  making remarkably good time  gentleman   years  returned  say impressively take care shepg 126 doesnt bamboozle 
707, need two pairs  eyes  watch  four legs  run away  widow  concerned    disappeared
708,show  lady  said marsac  assumed calmness     time taking another glass  champagne  steady  nerves
709, minute  two  saw madame fleurys imposing advancing along  gravelled walk     mounted  terrace steps   gliding   velvet turf toward 
710, usual   perfectly well dressed
711, bonnet  set     grace  coronet
712, one hand  carried parasol     silver cardcase
713,marsac advanced politely  meet    two exchanged bows  pugilists shake hands  entering  ring
714,madame fleury lost  time  proceeding  business
715,monsieur marsac     great deal  trouble  find     seepg 127   succeeded
716, wish  see monsieur fontaine  regard   engagement  us    engagement   asked marsac innocently
717,  nature may  ask madame fleury smiled scornfully  marsacs pretended ignorance
718,   true    come  fortune      determined   contract shall  fulfilled   15th   month
719, acknowledge though     yet  able  persuade  fully   old uncles death  even   previous existence      much     affair  indeed  humiliating said marsac   offended air
720, madame uncle   uncle let  beg    give   pursuit  fontaine
721, loves another womanperhaps   beautiful  attractive    still  loves 
722,  invent  plausible story topg 128 account   coming 
723,  introduce monsieur duval      guarantee offer  send  back  paris  superb victoria   thank   brougham 
724, brougham   handsome
725,  also introduce    comtesse de fleurythink  thatcoming  paris  madame fleury  cab returning   comtesse de fleury  splendid private carriage madame fleury  laughed little  
726, know   offers  serve  mean  also  much goodwill  owe    doubt madame      highest regard  
727,try 
728,   behind  house well sixty feet deep   water   icy coldness
729,  jump   see  quickly   jump     save  madame fleury laughed   ever   declined   said banteringlypg 129  could  believe  considering    made   offer  refused  oh madame fleury cried marsac actually hanging  surely  said  affections  engagedoror  asked time  considerationor    young  marryor something   sort
730,   put    brutally frank fashion    represent  yes   replied madame fleury
731,  like  proposition   shall meet monsieur duval
732, know good deal     family    never seen      admirable opportunity  world called marsac clever man    moment  felt     greatest lunkhead  existence
733,   mentioned oldpg 130 duvals name 
734,    moment  old brewers curiosity  got  better   cowardice   seen advancing across  terrace
735,   help    marsac   bad grace   present    widow
736,madame fleury  perfect mistress   art  coquetry  applied  elderly gentlemen
737, turned  eyes upon monsieur duval  melting glance  would  put younger man   guard
738,  monsieur duval
739,   long time since woman  young  handsome  made eyes     relished  exceedingly
740,  precautions  widows  thrown   four winds  heaven
741,marsac almost groaned aloud   saw  five minutes talk  widow sailing   old fellows good graces
742,monsieur duval offered madame fleury glass  champagne    two sat  together  rustic bench marsacpg 131   overcome  chagrin   chance   given  enemy   turned  back  walked toward  edge   terrace
743,madame fleury improved  opportunity
744, drew closer  monsieur duval   tapping  hand gently   cardcase soon grew  letting  hand rest     poured   ears  story   alleged engagement  fontaine
745,according   account fontaine  pursued     importunity  made  consent   engagement    refused  fulfil
746, desire  settlement   question  simply  avoid scandal   dwelt  upon  impossibility   feeling  affection   young man  fontaine   chance  sacrificed  meeting man old enough  please   old duval began seriously  fear    agesixtysevenwas callow  immature
747,pg 132  fifteen minutes    gone  marsac turned round  glanced   pair
748,  still light enough  see
749,madame fleury  reached  weeping stage
750, left hand pressed handkerchief   eyes  monsieur duval patting  right  saying tenderly   dont cry ah  one  heart one must suffer murmured madame fleury  beautiful little sob  pressing lacetrimmed handkerchief   eyes
751,   heart  impulsive nature  unsophisticated  see   know   old duvals fervent answer
752,   charming simplicity  inability  take care   dear little self  wins upon  pg 133    weak whispered madame fleury squeezing  hand
753,pray forgive 
754,   goodi know    good yes yes ill forgive  marsac heard old duval answer although    forgiving   could   told  save  life    thousand shames   man  cause  innocent little heart    ache
755, wouldnt   better   parties    fontaine could separate amicably
756,   might find   man   could love old duval   stuck  sentimentally  one side
757, mature man monsieur duval said madame fleury wiping  eyes
758,   enough  young men
759,  impossible    feel passionate regard   man  sixtyfive   least   old duval assumed seraphic air  fairly made marsacpg 134  could see   perfectly ill  disgust
760,nevertheless knowing  madame fleury   victim  wished     way  continued  stand  ground stoutly walking     whistling loudly  contemptuously   voices sank   sentimental pitch
761,presently  saw madame fleury take carefully    cardcase folded slip  paper   read  low voice   old brewer
762,marsacs heart jumped   mouth   thought     marriage contract   reading
763,monsieur duval kept looking toward marsac   evident desire  get rid  
764,presently  rose  walked    marsac stood  began  whisper   embarrassed manner  say monsieur marsacpray pardon   askingwould youerahbe kind enough  tell meexcuse   inquiring herepg 135  old fellow burst  explosively   devil   sticking    answered marsac  thought  would like  protection   presence   circumstances welli dont    occurred       suggested    make  offer  madame fleury
765, lady   also  moon nightingales flowers   incentives  romance  withdraw  suggestion monsieur marsac    asked    withdrawn monsieur duval oooh groaned old duval
766, suddenly  absurdity  marsacs making love   woman overcame    burst  laughing  tickles    fifth rib
767,delphine must know     marsacs turn   chagrined
768,pg 136  dear sir  cried  beg     mention   mademoiselle delphine
769,  mere idle remark
770,   frequently heard  say  ideal  woman  platonist
771, would  marry     platonist would marry    perceive  utter baselessness   language   answered old duval looking much relieved   hope youll stick  
772, ill return   poor woman yonder   immediately proceeded  
773,within two minutes  said  loud voice meant  marsac  hear come madame let us look  fontaine   garden  two walked  round  corner   terrace  direction opposite   garden
774,marsac knew   instant  madame fleurys manuvre meant chance  finish  old duval  private  tigress drags  prey offpg 137   jungle  devour
775,marsac  looked carefully around   seeing    quite unobserved  took   pocket  copy  plato       reading  delphine  giving  book vicious kick sent  spinning    end   terrace
776,villain scoundrel dolt rascal idiot     expletives   hurled   greatest   greeks
777,  walked    corner   terrace      best point  command view   grounds  seeing champagne bottle half emptied    drink  balance   wine  order  save    eye suddenly fell upon paper lying face upward  
778,   contract  fontaine  madame fleury
779,marsac could scarcely restrain shout  joy
780, seized itpg 138  put    pocket   next moment  saw madame fleury crossing swiftly toward   alone
781,pardon   said  voice   tried unavailingly  make calm
782,  letter  moment ago   envelope
783, put  envelope back   cardcase  thought    letter      
784,  see    ground anywhere    madame answered marsac looking  steadily   eye gaze    steadily returned
785,madame fleury began eagerly searching   ground   letter marsac politely assisting  lighting matches  time  time  supply  fastvanishing light
786,marsac never   hard task   life   keep  countenance straight   fondled  breastpocket   lay  document  madame fleury searched   eagerly
787,madame fleury grew  andpg 139  anxious   failed  find  paper
788,   tired  stooping  presently sat    ground facing     steadily eying  
789,   vexatious  lose letter said madame fleury
790,yes one might lose loveletter hazarded marsac
791,pg 140   monsieur marsac replied madame fleury sarcastically
792,true    widow  marsacs response   shot
793,   began crawling round  watching   like cats
794, idea came  marsacs  almost made  laugh aloud
795, great show  secrecy  took  old bill  landaiss   pocket  began  tear    little bits   scattered 
796,madame fleury saw  bits    much secrecy  marsac  began  collect  smiling     convinced  marsac  tearing   contract
797,presently marsac lighting another match dropped     accident upon little pile   pieces  paper
798,madame fleury pretended  stumble   nearly knocking     deftly secured  halfburned scraps
799,  sat   ground  surveyed     air  triumph
800,pg 141 never mind   letter said madame fleury  brilliant smile clutching  precious scraps   gloved hand     laughed
801,madame fleury rose  shaking  skirts  place said    seen monsieur fontaine     illsatisfied   visit may    pleasure  escorting    carriage asked marsac
802,  cried madame fleury hastily   promised monsieur duval   shall put    carriage  grinding  wheels   roadway beneath   behind  tall hedge   heard  madame fleury flew   terrace steps  lightly   swallow skims  ground   marsac heard vehicle rattle 
803, could hardly wait   carriage  halfway   drive  shouting   delight  fontaine 142  fontaine  claire  delphine   peeping round  verandah  seeing  madame fleury  gone  three came trooping toward marsac
804, dear fellow cried marsac  tone  suppressed rapture   took   contract    cursed paper
805,  gone   lot  halfburned scraps   old bill  landaiss   thinks   contract fontaine without word hugged marsac according  custom  claire showed   evident inclination      marsac gave  truly brotherly embrace   fontaine made  objection
806, marsac said tearing  paper  half     fontaine  dear claire   half   mademoiselle delphine  
807,  added timidly    marriage contract  us pg 143   destroyed answered delphine supplying   supposed marsac meant
808,  laughter  little jokes  blushes  claires part  contract  destroyed
809,never  fourpg 144 persons merrier  claire suddenly asked   papa   moment marsac happened  glance toward  highroad  crossed hill  mile 
810, sunset glow  still upon  hill  marsacs keen eyes recognised monsieur duvals victoria  madame fleury     stout  nankeen trousers  gaiters   panama hat   lap could     old duval
811, situation flashed upon 
812,madame fleury  bamboozled  old man  taking  back  town  one    carriages
813,marsac could  point  silent consternation   carriage
814, two girls burst  hysterical tears
815,marsac throwing   chair groaned aloud  fontaine alone although pretending   grieved felt perfectly willing  get rid  madame fleury   price even  presenting  withpg 145    prospective fatherinlaw  chargerafter  manner  herodias another enterprising wouldbe widow  good many years ago
816,pg 146 chapter iv  weeks  passed     happiness  might   expected     least certain  fontaine  claire could freely love  
817,old duval  returned late  night   driven  madame fleury  paris   conduct since      make  family miserable
818, pretence    repairs made   passy villa   brought   back  paris   heats  may    tolerably certain   move   order   nearer madame fleury
819,claire  wretched   idea  although  timid girl  dared  question  father   every reason  suspect hispg 147 infatuation   widow   come  near wrecking fontaines life
820,  fontaine although  daily  hourly got  benefit   reputed two millions   money  made went like wildfire   effort  keep   delusion  great fortune
821, spent  principal   world thought   spending  income
822,besides  feared seriously  effect  deception might  upon claire   found  outwhich  must sometime  
823,  began   morbid apprehension   real uncle maurice turning   last  worst      saddled  reputation  brilliancy founded upon  play  speech   pictureall marsacs work    ably sustained   series  powerful articles signed    written  marsacwhich  simply maddening
824,fontaine     extremely honestpg 148  simple nature suffered agonies   false reputation   embarrassed manner  sickly smile    received compliments   achievements  taken  modesty   passed therefore    modest  well    gifted young man  paris
825,  marsac  delphine   tormented  hell    making
826, profoundly  love      smarting   supposed contempt     grew sharper   attacks  love  marriage  suffered accordingly
827,one morning marsac happening  go  monsieur duvals quite earlyfor    upon   intimate terms   househe found fontaine sitting alone  little drawingroom  communicated   conservatory  overlooked  trees  fountains   luxembourg gardens
828, morning papers lay     fontaine sunkpg 149  deep armchair  picture  misery
829,marsac seeing fontaines gloomy mood began jovially  jauntily  say old man  good time  must   last night  asked fontaine sulkily
830,    blue  morning  would  blue    place answered fontaine sullenly
831,   spending every franc  make   pretence  fortune  havent got    tell  truth  claire   love   bottom   heart   hate    fraud   practised upon   view   occurred  forcibly  marsac 
832, took turn   room   said   agitated voice   possible  uncle maurice   happy invention pg 150 happy invention
833,damn uncle maurice almost shouted fontaine burying    pillows   great chair
834,marsac    best fellow   world      little  clever  time
835,besides giving  fictitious fortune   made       brilliant man  paris    tell    simply killing  trying  live    character
836,  picture hadnt   deuced good   speech hadnt   devilish funny   play hadnt   damnably brightah hell    furies fontaine rolled   chair  anguish  marsac sat silent  appalled   result    ingenuity
837, cried fontaine desperately dashing  hand   forehead suppose  infernal old uncle maurice  mine  turn   america pg 151   said marsac   impossible
838,  fate    cruel blow  store  us
839,    rational  suppose    uncles  aunts  gave   materialise  come  life  paris  knock   door startled  
840,   ordinary enough knock   might precede footman  tradesman   marsac  fontaine whose nerves   good deal wrought upon   last  exciting months  sounded like  crack  doom
841,   sat  pale faces  neither could say  ordinary words come    person knocking came   moment
842,  little old man shabby little old man clutching rusty travellingbag   trembling hands
843, stood   centre   room looking  awkwardly  timidly 152 marsac felt     frozen   chair
844, tongue clove   roof   mouth   could feel  hair rising  
845, frankenstein   monster came  life could  felt  horror
846,fontaine  one wild look seemed inspired   motion   denied marsac  darted   conservatory
847, old man advanced still holding    shabby bag
848,  told  said hesitatingly     house  monsieur duval   would find  nephew monsieur auguste fontaine 
849, lackeys  didnt want  let    suppose     well dressed   ought  
850,  augustes uncle   america
851,  monsieur maurice fontaine   archfiend appeared  person  tail  hoofs  horns  said calmly   beelzebub prince  darkness   hades  could   disconcerted marsacpg 153 
852, rose   feet  found  incapable  speech
853,   uncle maurice
854,like  foolish man  let  genie    trunk  apparition  grown  grown     unmanageable
855,    substance  actual man   figment  marsacs imagination   uncle maurice
856,marsac felt singular kind  acquaintanceship  even kinship  uncle maurice       dim sensation  pity   poor old man standing  holding  apparently     worldly possessions  looking  deprecating  apologetic  blankly disappointed
857,uncle maurice began  speak  trying  smile   eyes meanwhile filling  tears
858,perhaps  counted  much   homecoming andandits ridiculous  know  poor old man  expect  warm welcome
859, havent  pg 154 single hand held    yet since  landed  wave  pity swept  marsac
860,terrible   dnouement  wreck  havoc   made  old mans disappointment touched   marsac  one   best hearts   world
861, dear monsieur fontaine  said advancing  trying  speak  natural voice  shall  say  
862,   hand   guarantee  fontaine    best friend  brother  fact   fail  welcome 
863,  often heard  speak      kindest terms   asked  old man delightedly grasping marsacs hand
864,  good   boy
865, dare say  heard  false report    dead   answered marsac   put  mourning      go  society  several weeks pg 155  seemed  overjoy  poor old man
866,good lad good fellow
867,ill  forget 
868,theres   proof  real respect
869, youwhat   name may  ask marsacand   service well monsieur marsac since    kind tell     nephew
870, know     near living relative   noble fellow    engaged   married   daughter   owner   house lovely girl mademoiselle claire duval  old man seated     precious bag   knees drank  eagerly marsacs every word
871,marsac saw  advisability  preparing monsieur maurice fontaine   state  affairs   must presently find 
872, fontaine went  mourning  youwhich   glad  see    occasion     glad 
873,go  pg 156  miscreant started  report    left  fortune
874, got   newspapers  everybody believed iteven claire
875,fontainefoolishly  thinkdid  confide   frankly       telling     distress    confess  deception  claire
876,  sweet girl though   believe  confession   alter  affection   least
877,  go  fetch fontaine marsac went   conservatory
878, stood fontaine  white  sheet  wildeyed
879,come   see  uncle whispered marsac
880, canti wont answered fontaine desperately
881,  must
882, best   thing    face  music
883, besides  would feel sympathy   old manhe   humble  gentle  seems  grateful  even  small kindness   shown  pg 157   wrecked  life  fontaines angry reply
884,rubbish
885,  twenty times better   
886,come along  fontaine never  resisted marsac   life could      went obediently   drawingroom  greet affectionately  man whose  existence  conceived  utterly disastrous  
887,uncle maurice  charmed   reception  got  fontaine  immediately began joking   claire
888,  thought   rich old uncle   died  left  fortuneha
889,ha  chuckled
890,well perhaps        happy   truth  known fontaine could scarcely stand   luckily uncle maurice concluded  would make  little presentable   introduced  claire
891,   better clothes    said apologetically thoughpg 158  havent    bag   never mind said marsac cordially go   quarters  around  corner    keys
892,get anything  wantlinen cigars liqueursand come back  soon    present   claire   cousin delphine
893,  wait    let  assist  said fontaine trying  take  old bag
894,   cried uncle maurice determinedly ive got  hold   thatit    little savings     old man went  promising  return  half  hour
895,left alone marsac  fontaine avoided  others gaze  said  word
896,language could  express  depth  height  breadth   catastrophe   befallen 
897,yet   undeniably better    uncle maurice  never lived 159  long  painful pause marsac spoke
898, must confess    claire   dont believe   change  affection   fontaine   time  reply    moment claire  delphine entered  room together
899,  plain    distressed aboutpg 160 something  delphines first words      great trouble    bright  us either gloomily replied marsac
900,   real trouble began claire half crying
901,  found   papa spends half  time  madame fleury
902, writes    today came bill  thirty bouquets  three weeks  
903,   marry heroh  thought   dreadful  claire burst  tears
904,fontaine took  hand tenderly  led    conservatory
905,marsac  delphine   left alone
906,marsac    completely unnerved   managed  hide   delphine
907,   suppose auguste  claire find  say      tremendously long private interviews  asked wishing   bottom   heart  marsac would showpg 161  inclination toward long private interviews  
908,  great mind  interrupt  one pray dont cried marsac eagerly    sickly attempt  return   old manner  said let   happy   
909,soon    married    dismal shaking   finished  sentence
910,every word went like knife  delphines tortured heart     outdone  flippantly replied  far   two go plato might never  lived  socrates might never  died   long time ever since marsac  known  loved delphine  name  plato  become peculiarly odious  
911, considered  large part   misery   enduring  directly   laid   door   philosopher   hadpg 162 often ardently wished    plato   socrates   forced  drink  hemlock
912, could  forbear saying bitterly   know mademoiselle   persons  loathe  hate  despise  revile  scorn  contemn  plato marsacs tone  ineffable disgust   said might  enlightened delphine    
913,  afraid  two friends   conservatory   appreciate   answered smiling
914, dare say claire  asking auguste    question  eve asked adam   garden  edenis    woman   ever loved  occurred  marsac   would  well  prepare delphine   fontaine actually  revealing   moment  drawing  chair nearer  said confidentially mademoiselle   tell  exactly    talking    moment 163  would  think     tell   fontaines uncle maurice   dead      arrived   lodgings    soon present    room delphines mouth came open  astonishment   first question    recovered   shock   surprise      fortune marsac shook  lugubriously
915,  tell  nothing
916, fortune  involved   deepest mystery
917,  indications  plot   extraordinary   conceive
918, know nothing except  monsieur maurice fontaine  alive    paris     shortly       perilous subject  said    consumed  anxiety regarding monsieur duval   comtesse de fleury
919,   terrible    claire   succeeds  capturing monsieur duval pg 164 delphines answer  artfully contrived   dreadful woman  succeed  marrying  uncle  could  longer  home      opportunity    marsac  declare     spark  tenderness  
920, tenderness amounting  adoration    marsacthe ready  witty  glib  daringwas silent  abashed   presence   masterpassion
921, silence   really one  deep emotion  naturally misunderstood  delphine
922,    nerved   take   thought desperate chance  telling    love  face hardened  deliberately turned  back    picking   fancywork   seated   
923,  nothing left  marsac   newspaper  fontaine  dropped
924, took    half anpg 165 hour  sound  heard except  rattle   sheets    turned
925,delphine stitched  silent anger  disappointment
926, seemed fated    persons  marsac  fontaine particularly   wish  see  
927,duvals house  turn   morning  within five minutes  marsacs  delphines latest misunderstanding footman appeared  announce another startling arrival
928, man usually maintained  stolid countenance   tribe    occasion  wore grin like rattrap
929,msieu marsac  said almost laughing  marsacs gloomy face heres person  lady   please proclaimed loud voice  madame schmid marched  shoving  footman unceremoniously    way
930,poor marsacs nerves  sufficiently unstrung  uncle maurices arrival  madame schmids seemedpg 166 likely  finish 
931,    goodhearted creature   spite   figuratively dragged fontaine   around   hair   heads  washed  scrubbed    faithfully  marsac could  find    heart  receive  coldly
932,  madame schmid marsacs delightful impudence    way   honest heart    come    great service
933, errand   professional one  wore gorgeous red bonnet  flowers green mantle  spangles purple gown  stripes   yellow parasol looked something like bird  paradise
934,    cried broad smile   handsome face
935,  impudent  ever  warrant
936,  get    room without  kissed delphine looking   amazement became pale    marsac turned blue   face
937,pg 167  perceive     way murmured delphine  scarcely audible voice  made   door
938,mademoisellei implore marsac got  far  delphine slammed  door   face
939,  young lady jealous asked madame schmid delightedly
940,  afraid   marsacs dejected reply
941,well msieu began madame schmid   air  importance   come  tell    pretty boy fontaine something   like  hear
942,  first place madame fleury  coming   morning charming
943,ha
944,ha
945,fontaine   rapturously happy wait minute
946,dont laugh   dismal manner
947,  determined  course  marry 
948,duval   thinks  coming   house   force fontaine  give  money rather  betray  presence   fiance
949,well  found  outnopg 168 matter howand  said  morning  fleury  fleury  fleury
950,    dead    
951,   living   house  month past
952, said  wont keep  secret  longer
953,ill tell  wife    alive oh  cried like baby   marsac seized  hands  could  cry breathlessly go 
954,go     way
955, month ago fleury came walking   place  asked  lodgings
956, said    drowned  said  wasnt  said  wife thinks   said  hope   keep  thinking   hadnt  heart  betray  poor creature   said nothing   heard   new move   wifes    determined  tell      around  corner  wineshop    crying  drinking   must come   pg 169 two minutes later delphine saw   upper window madame schmid parading   street  marsac gallantly holding  yellow parasol   red bonnet  attending      duchess
957,    woman marsac loved
958,delphine pale  agonised returned   drawingroom
959, came rustle  draperies   conservatory  claire flitted   fontaine
960,one look   happy faces told  uncle maurices fortune  made    love affair
961,   think delphine asked claire   hand still lying  fontainesthis foolish boy   fortune      known    time  dared  tell 
962, seems    report   uncle maurices death came  one started  story   newspapers   fortune andpg 170 auguste     nerve  contradict 
963,besides  might   true     uncle maurice  america
964,   morning uncle maurice arrived  paris   directed   find auguste
965, auguste says  old man looks  poor  friendless  cheery  glad  get back  france  dear kind monsieur marsac   good   old man  made auguste kind   
966,   gone   apartment  make ready  come  see us
967, shall    nice         shall make papa    claire    dearest heart   world burst  delphine generously forgetting   misery   love  respect      caring whether auguste  fortune      talents answered claire proudly fortune   
968,  live well enough   picturespg 171  plays   articles   newspapers fontaines effort  cheerful grin    said  piteous  behold
969,   footman  entered  handed  card
970,one look  enough
971,  madame fleury  cried
972,dont let       late
973,madame fleury walked   drawingroom   heels   messenger  said   servant   authoritative manner take  card  monsieur duval never   gentle claire showed haughtiness   human creature    face  face  madame fleury  drew  slight    tone  quiet disdain said  think madame  imy fathers daughterhave  rights   house   forbid  servant  take  card   think suavely repliedpg 172 madame fleury   father master   house   rights     look   footman finished  sentence
974, man went    card
975,claire  heightened colour turned  delphine saying shall  withdraw   means answered delphine coolly  would indeed  surrender   therefore stood  ground
976,fontaine   glad  keep    mle  prudently kept   background    madame fleury would  let  rest 
977,monsieur fontaine  asked   smoothest voice   remember certain document    signed referring   15th  may     eternal sorrow  fontaines reply    could say anything  monsieur duval bustled  looking flurried nervouspg 173  elated   elation  stupid old man  finds   object  interest  handsome young woman
978,good morning madame  cried
979,  delighted  see       daughter  niece  answered madame fleury smiling
980,   sternly asked monsieur duval wheeling around upon  two girls
981,claire  dearly loved  father could  utter word  delphine  equal   situation
982, course    delighted  see   unclepardon mebut man   age  know better monsieur duval interrupted madame fleury  age  one   greatest charms   eyes  yet coolly continued delphine monsieur fontaines youth   objection  
983,anything   cradle   grave seems  suit thisperson pg 174 monsieur duval felt called upon  say reprovingly delphine   next moment  weakened  muttered  wish marsac  
984,    one   manage     wish    said madame fleury
985,   speaking  valuable paper  took    passy  evening   
986,  unfortunate oversight   part monsieur marsac got hold    tore   bits   afterward tried  burn 
987, saved  scraps     able  put  charred pieces together
988,therefore  gave  expert one hundred  fifty francs  restore 
989,   returned        yet  chance  open          would like monsieur marsac  see  much cleverer      madame fleury produced  envelope   cardcase tore  open   stood petrified  moment 175 whyit isit   stammered
990, bill  landais  tailor maliciously put  fontaine
991,    tore     paid one hundred  fifty francs   restored delphine chimed 
992,madame fleury said fontaine determinedly   put    hounding    long   intend  176  shall today report    police  ask protection instead  flying  rage   madame fleury executed masterly coup
993,pressing  handkerchief   eyes  almost fell upon old duvals shoulder crying monsieur duval   stand   see   affronted  madame fleury sturdily answered monsieur duval   arm half round  waist
994,never mind madame fleury
995,  reports    police madame fleury     reckon   madame fleury
996, know im old enough    father   youll marry  madame fleury youll find  great improvement   rascally count  married first   may  madame duval  day  like   faint shriek burst   two girls  fontaine    dreamed  old man capable   folly couldnt repress  exclamation 177 however  took claires hand  said   tenderly well  dear one   thing        trust   become  wife   earliest moment possible claire felt   moment      one earthly dependence  clung  fontaine  weeping said   marry  whenever  like   cannot  never  countenance  fathers marriage   creature  even  would marry  escape living   woman said delphine  much agitation
997, would marry monsieur marsac  commit suicide even rather  live   house   delphine  scarcely conscious    said  gleam  wicked amusement  madame fleurys eyes showed     made dangerous slip
998,pg 178 steps  heard outside   hall    three  even four persons    door opened  marsac entered
999, wore look  jaunty expectation  seemed    increased   startling spectacle  himmadame fleury holding   monsieur duvals arm  old man puffing blowing smiling  frowning  alternate spasms  rage  delight claire clinging  fontaine   great distress  delphine pale  defiant stood alone   centre   group
1000,  one    delicious moments  madame fleurys life
1001, marsac raising  eyebrows inquired     see madame fleury cut   even monsieur duval could reply  see  betrothal  monsieur duval   marsacs wide handsome mouth came open      hinges
1002, enjoyment   situation seemedpg 179 intense  fontaine claire  delphine   astounded   heartless amusement  catastrophe  ruinous    
1003,  said  grin  surveying  scene  minute  two    quite certain madame  carrying   plan perfectly certain responded monsieur duval pompously    find  good old duval better husband   rascally count  married first  buried afterward    bury  asked marsac  paused  get  whole effect  
1004,  magical  madame fleury
1005, clenched  teeth  eyes flashed fire   held  stoutly  monsieur duval  grew white   chops
1006,marsac  coolly surveying  audience announced    honour  presenting   madame fleurys husband    threw  door openpg 180  grand flourish   walked one    weazened cadaverous little men  ever stepped  behind  madame schmids rubicund countenance  rotund
1007,madame fleury could  repress cry  rage  monsieur duval dropped  arm     redhot
1008,fleury  seemed    abashed   surroundings looked calmly 
1009,monsieur duval   first  recover  voice   disgusted exclamation   creature count    say   count corrected marsac
1010, merely said  way  making things agreeable  madame fleury  countess madame fleurys reply    one word uttered  tone  concentrated hatred wretch     thanks  get  restoring    longlost husbandpg 181 said marsac   injured voice
1011,oh  ingratitude     world fleury meanwhile seemed determined  assert 
1012,im  count  said   lady yonder indicating madame fleury always turned   nose        insignificant   would   believe
1013,  standing offer   medical school  seventyfive francs   skeleton  soon   peg   wish   available   moment cried madame fleury
1014, said fleury  knew  wouldnt  glad  see    told  gentleman 
1015,  dont know     glad  see 
1016, havent   peaceable  quiet time since   married     dead  madame schmid  bound   heard  said  fleury said  hold said old duval advancingpg 182  know  person
1017,   baroness schmid baroness schmid
1018,comte de fleury
1019,oh    comical screamed madame schmid laughing
1020, wanted  marry monsieur fontaine continued old duval determinedly
1021,  cried delphine almost beside   jealousy
1022, wants  marry monsieur marsac  want  marry  pretty boy fontaine bawled madame schmid finding  voice
1023, want  marry msieu marsac
1024, want  washing thats 
1025,im washerwoman ladies  gentlemen implored marsac    explained  future day   fact remains    monsieur fleury old duvals face  study     began  stammer iidont think    married madame  hopelessness   situationpg 183  plain  madame fleury
1026, prepared  depart   house   intended  preside 
1027, gave glance  speechless contempt around  circle including every member    ending  fontaine   taken  part   dnouement   watched   amazed  delighted silence
1028,monsieur duval  said  hard voice   truly sorry  cannot marry 
1029,  monsieur fontaine  would   married   lack  something better
1030, indignation   two young ladies   seemed wholly devised  marry  
1031,mademoiselle claire   announced  willingness  marry monsieur fontaine  mademoiselle delphine took occasion  say   would marry monsieur marsac  commit suicideeach terrible alternative
1032, monsieur marsac   say    concocted  conducted   extraordinarypg 184 fraud ever perpetrated upon 
1033,  firmly convinced  never   uncle maurice   story   death   fortune  pure invention  marsacs  beginning  end  story   death  grant    mistaken  blandly responded marsac       uncle maurice marsac stepped   door opened   uncle maurice evidently bubbling   delight entered still holding    seedy old bag
1034,allow  said marsac  low bow  present    ladies  gentlemen monsieur maurice fontaine late  new york   henceforth  paris madame fleury seemed literally stunned   sight   little old man  without noticing  sensation made   appearance went  round  circle shaking hands  forgetting madame fleury  gavepg 185   hand like woman  nightmare    asked    little niece claire ran    looked smilingly   face  said    uncle maurice  old mans gratification  touching
1035, kissed  cheek  patted  hair  stroked  hand      never let go   bag
1036,monsieur duval gazed mechanically  uncle maurice  delphines cordiality  second   claires
1037,ah cried uncle maurice beginning  shaking hands  round   second time  cant imagine  kindly   received   two fine fellows
1038, didnt mind  shabby clothes  treated  nobly
1039, shant forget   lads madame fleury   found  tongue
1040, doesnt look    acquaintance would  much  anpg 186 acquisition   family  said scornfully
1041,eh asked uncle maurice   seemed stung   remark
1042,well  continued   unexpected twinkle   eyes thats  may 
1043,    bag million francs worth  united states government bonds part    made   noble country
1044, intended      nephew provided  received  kindly
1045,  proud  happy  say      thought  hadnt decent coat   back  ill give himlet  seei might  well   thing handsomelyhalf million francs    get married  opened  bag  took  parcel
1046,monsieur duval   man  affairs  know     sight   securities seemed  wake monsieur duval 
1047, examined  parcel carefully  fontaine brokenly expressed  thankspg 187  claire kissed  old man  tears   eyes
1048, auguste  cried generously monsieur marsac must share   good fortune  know   shared everything   indeed  shall replied fontaine clasping marsacs hand
