,Cleaned Data
608,i dont know what you paid for it but i will give you hundred thousand francs for it the prospect of making clear ten thousand francs delighted fontaine so that he could not speak for momentwhen catching marsacs eye fixed upon him he understood the signal and gave an evasive answer whichpg 107 maurepas poohpoohed
609,marsac then interfered
610,the fact is he said with his most candid manner i am against you there monsieur maurepas
611,i want fontaine to keep the villa
612,he wants to buy great hotel on the avenue de lalma for seven hundred and fifty thousand francs
613,i tell him it is much too expensive for him and i dont think his uncle maurice would have approved of it fontaine had never heard of the avenue de lalma house but he assented promptly
614,maurepas however being intensely anxious for the villa cut short the discussion about the avenue de lalma house by offering one hundred and ten thousand francs for the villa
615,fontaine dying to accept glanced at marsac who began to whistle softly
616,maurepas growing more eager jumped his bid immediately to one hundred and twenty thousand francs
617,fontaine thought marsac crazypg 108 when he rose buttoned his coat and said pray excuse us monsieur maurepas
618,we have an engagement at little supper tonight at the archbishopsquite an informal little affair a hundred and thirty thousand francs cried maurepas
619,i am great fool but marsac handed fontaines crapecovered hat to him
620,a hundred and forty thousand for the villa and may the devil take it said maurepas in desperation
621,no joyfully shouted fontaine who saw acquiescence in marsacs eye
622,ill take it make one condition my dear fellow said marsac earnestly to fontaine
623,if you will be such fool as to sell the villa make monsieur maurepaspg 109 promise you not to mention the price to monsieur duval
624,the old gentleman thought he was selling it to you for mere song and he will never forgive you if he finds out you resold it immediately at so small an advance yes yes said fontaine and maurepas who was making out little memorandum of the transaction added readily yes yes
625,i will not mention it stop cried marsac
626,it would be as well to tell monsieur duval that fontaine got large advance on it
627,that will reconcile old duval to his selling it ill tell the old fellow anything you like
628,only sign this little memorandum fontaine and you can pass the papers over directly to me as soon as you get them
629,and if you will take cheque to bind the bargain fontaine could scarcely refrain from embracing the editor on the spot butpg 110 obeying telegraphic signal from marsac he merely said if it is any inconvenience to you it is not the slightest and it will please my wife to know it is settled answered maurepas taking out chequebook and rapidly writing cheque for twenty thousand francs
630,in ten minutes the informal but binding agreement was made and signed and maurepas took his departure
631,fontaine and marsac left alone sat looking intently at each other simply stunned by their good fortune
632,marsac finding words unable to express his rapture turned double handspring over the sofa when fontaine rushing up to him hugged and kissed him violently
633,after this they stood grasping each other for five minutes in silent rapture when marsacs countenance losingpg 111 its blissful expression became suddenly grave
634,fontaine this is glorious but tell me one thing
635,what is that singular sensation which i felt the instant my eyes rested on delphine
636,i feel it now
637,it is most peculiar and penetrating and although agitating not unpleasant love you idiot you alarm me said marsac anxiously
638,tell me it is something less dangerous  locomotor ataxia or paresis i have been told the symptoms are somewhat alike i tell you that you are in love with delphine just as i am in love with my sweet claire and you need not fight and struggle against it
639,love is lord of all
640,no man has lived until he has loved but is there no way out of love
641,a course of plato and low diet not particle of good pg 112 marsac relapsed into gloom until fontaine whacking him on the back cried exultingly think marsac twenty thousand francs in hand thirty thousand more coming forty thousand francs profit each from the brewery shares we can now buy thousand francs for picture play placed clothes enough for two yearshurrah for uncle maurice hurrah
642,hurrah
643,hurrah
644,for uncle maurice shouted marsac capering wildly about
645,fontaine ran and opened the closet door to let out the two balletgirls who had gone to sleep
646,he pulled them out and began dancing gaily with them while marsac finding madame schmid at the keyhole listening dragged her in out of the corridor and seizing her round the waist began to waltz furiously both of them hurrahing for uncle maurice at the top of their lungs and singing doggerel verses madepg 113 up as they danced and all ending with joyous refrain of houpl
647,for uncle maurice pg 114 chapter iii the dinner at passy resulted in several things
648,fontaine and claire could no longer conceal their infatuation with each other and tacit engagement ensued to be announced as soon as fontaine could free himself wholly from madame fleurywhich meant as soon as she gave up the pursuit of him
649,the two friends had escaped from under the roof of 17 rue montignal by the exercise of an ingenuity akin to that which enables men to dig under castle walls to steal past sentries and to find their way over prison gates
650,they secretly hired another lodging and to avoid suspicion made no move toward paying their rent to madame fleury in spite of their coming intopg 115 ready money
651,this apparent absence of cash led her to believe more than ever that the story of the rich uncle was an invention of marsacs
652,they had little to move except their new clothes and uncle maurices portrait
653,for week before their flight every day they came downstairs whistling and wearing two and sometimes three suits of clothes which they shed as snake sheds his skin at their new lodgings
654,at last in the dead of night they crept softly out of their apartment leaving on the note addressed to madame fleury enclosing the full amount of their indebtedness and stealing downstairsmarsac with his violin case and fontaine with uncle maurices portraitthey gained the streetpg 116 where they ran as if satan were after them
655,madame fleurys chagrin next morning was excessive particularly when she read the note in which marsac thanked her ironically for her hospitality to them
656,she had not the smallest clew to their whereabouts but she went to work quietly to find them out
657,meanwhile marsac and fontaine having her out of sight were not disposed to trouble themselves further about her but old duval naturally wished his daughter to avoid any scandal which might arise over the affair and was very solicitous that madame fleury be settled with
658,let sleeping dogs lie was marsacs motto and he was not inclined to hunt up madame fleury in order to get formal release from her
659,meanwhile the catastrophe indicated at the very first meeting between marsac and delphine had fallen out in the most violent manner
660,they fell mutually in love with precipitancepg 117 to which even claire and fontaines ardour was not patch
661,but although there was disaffection in the citadel of both their hearts pride and policy made brave show of defence when really each only waited the demand from the other to surrender
662,marsac dared not propose to delphine that to secure himself the charm of her society he enslave her in marriage
663,to ward off the suspicions which might arise in her mind from the sly jokes and hints of the two confessed lovers he gibed at marriage more keenly than ever
664,delphine who was not whit behind marsac in falling in love scorned to be outdone and railed at love and marriage quoted plato and nordau and made herself miserable in manner truly feminine
665,old duval was bent on the match between his daughter and fontainethe more so as marsac informed him confidentially that fontaine had two more uncles in america and an aged and infirm aunt all of whom intendedpg 118 to make him their heir and each of whom was over eighty years of age
666,the two young men were much at passy and the invitations elsewhere which they had once been forced to invent now really existed
667,the whole face of existence indeed was changed for themfor marsac as for fontaine
668,fontaine had always thought marsac the cleverest fellow in the world and he now ranked him with napoleon and alexander the great
669,the play had been produced and was immensely successful the picture had been exhibited and highly praised while at the journalists dinner marsacs speech delivered by fontaine had marked fontaine forever as born afterdinner speaker and man of esprit
670,this last reputation was amply confirmed by the brilliant articles signed by fontaine and written by marsac which sparkled three times week upon the pages of la lune in short it appeared as if the mere report of pg 119 fortune of two million francs was enough to produce two million francs
671,but the real fact was that marsac hitherto an unappreciated genius had risen to the great occasion offered him and his success was not that of charlatan
672,it was that of man of parts accomplishments and that large generosity which does good thing and troubles not that the world gives the credit to some one else
673,and as everybody believed in the defunct uncle maurice fontaine and marsac actually seemed to be deceived by their own illusion and would talk quite gravely between themselves of uncle mauricehis tastes his habits and his appearance
674,as for the real uncle maurice nothing more had been heard of him and the two young men easily persuaded themselves that nothing would
675,in any event they did not intend to cross the bridge until they came to it and some of the advantages gained by the fictitious uncle werepg 120 of so solid nature that even if uncle maurice turned up he could not rob them of the entire fruits of their scheme
676,one bright evening early in may they had dined at passy and after dinner sat with the two girls and old duval on the terrace
677,the evening was warm for the season and coffee was served out of doors
678,after while delphine who carried volume of plato about with her as her oriflamme of battle asked marsac to read something to them from the great philosopher
679,this marsac promptly agreed to if delphine would hold candlewhich would be necessary in the fading light
680,as it brought delphines golden quite close to marsacs closely cropped brown one she consented willingly
681,old duval who had but poor opinion of plato sauntered off to the other end of the terrace close by the hedge which overlooked the highroad
682,a with coffeepg 121 iced champagne and cigars mitigated his solitude
683,afar off in the dark illumined by the wax candle which looked like firefly marsac read plato aloud with assent on his lips and contradiction in his heart
684,fontaine and claire exchanging laughing glances varied by an occasional tender pressure of the hands half listened while delphine happy to be near marsac and smilingpg 122 at him yet cherished bitterness against him in her heart for his professed disdain of love
685,presently monsieur duval was heard calling monsieur marsac marsac to whom plato had become wellnigh intolerable laid the book down with vicious slam and walked to the other end of the terrace where they were almost out of sight and hearing
686,come said the old man goodhumouredly havent you had enough of that old fool plato my dear monsieur duval you horrify me you pain me responded marsac in shocked voice
687,platothe platomay go to the devil was his inward conclusion
688,well well continued monsieur duval we wont say anything more on the subject since you and delphine are so touchy about it
689,take glass of champagneyou like it i am not afraid of it said marsac pouring out glass
690,pg 123 monsieur duval sighed fidgeted and then burst out with do you know i am afraidi am afraid i have been to blame in letting my daughter and monsieur fontaine see so much of each other while matters are still so uncertain about the comtesse de fleury for i see the two young people are deeply in love with each other
691,now he continued with smile there is no such danger for you and delphine for i believe you talk about nothing except the folly of loving and being loved true responded marsac gloomily and trying to drown in champagne the resentment he felt at the scurvy trick which fate had played him
692,monsieur fontaine is very gifted young fellow said monsieur duval
693,he is replied marsac with enthusiasm
694,that picture he painted admirable i have no objections to manspg 124 knowing something about art if he can sell his pictures said monsieur duval with cautious praise
695,there wasahemmichael angelo for example michael angelo was devil of fellow with brush and paintpot but the man who painted fontaines picture wasnt far behind him and that play literally screaming success
696,the women are carried out in hysterics at every performance
697,one of them we hoped would die from excitement
698,it would have been worth five thousand francs advertising
699,but unfortunately she recovered just when our prospects seemed brightest and the speech at the journalists dinner the greatest effort of myi mean of fontaines life those signed articles are making sensation ah yes many night have i satpg 125 up writingthat is reading those articles
700,depend upon it the things that go under fontaines name are very remarkable at that moment footman approached and handed marsac card saying the lady asked for monsieur fontaine marsac was about to hand the card back when he happened to see on it madame fleury stop he cried instantly give me moment to think
701,monsieur duval here is the comtesse de fleury come after fontaine
702,she must not see him monsieur duval jumped up flurried and anxious to be out of the way at the coming scene
703,good heavens
704,let me get away
705,i must keep my poor child out of sight
706,and fontaine monsieur duval waddled off making remarkably good time for gentleman of his years but returned to say impressively take care shepg 126 doesnt bamboozle you
707,you need two pairs of eyes to watch and four legs to run away where widow is concerned and then he disappeared
708,show the lady here said marsac with assumed calmness and at the same time taking another glass of champagne to steady his nerves
709,in minute or two he saw madame fleurys imposing advancing along the gravelled walk and then she had mounted the terrace steps and was gliding over the velvet turf toward him
710,as usual she was perfectly well dressed
711,her bonnet was set on her with the grace of coronet
712,in one hand she carried parasol and in the other silver cardcase
713,marsac advanced politely to meet her and the two exchanged bows as pugilists shake hands on entering the ring
714,madame fleury lost no time in proceeding to business
715,monsieur marsac i have been at great deal of trouble to find you but as you seepg 127 i have succeeded
716,i wish to see monsieur fontaine in regard to the engagement between us is there an engagement between you asked marsac innocently
717,of what nature may i ask madame fleury smiled scornfully at marsacs pretended ignorance
718,if it be true that he has come into fortune then i am the more determined that our contract shall be fulfilled on the 15th of this month
719,i acknowledge though that i have not yet been able to persuade myself fully of this old uncles death or even of his previous existence because you have had too much to do with the affair this indeed is humiliating said marsac with an offended air
720,but madame uncle or no uncle let me beg of you to give up this pursuit of fontaine
721,he loves another womanperhaps not so beautiful or attractive as you but still he loves her
722,i can invent some plausible story topg 128 account for your coming here
723,i will introduce monsieur duval to you he will i guarantee offer to send you back to paris in superb victoria no i thank you in brougham then
724,the brougham is very handsome
725,i will also introduce you as the comtesse de fleurythink of thatcoming from paris as madame fleury in cab returning as the comtesse de fleury in splendid private carriage madame fleury only laughed little at this
726,i know what your offers to serve me mean and also how much goodwill you owe me do you doubt madame that i have the very highest regard for you
727,try me
728,there is just behind the house well sixty feet deep and the water of an icy coldness
729,just you jump in and see how quickly i will jump in after you to save you madame fleury laughed more than ever as she declined this and said banteringlypg 129 how could i believe you considering that when i made you an offer you refused me oh madame fleury cried marsac actually hanging his  surely i said my affections were engagedoror i asked time for considerationor i was too young to marryor something of the sort
730,i did not put it in that brutally frank fashion in which you represent me yes you did replied madame fleury
731,but i like your proposition that i shall meet monsieur duval
732,i know good deal about him and his family but i have never seen him and this is an admirable opportunity the world called marsac clever man but at that moment he felt himself to be the greatest lunkhead in existence
733,what had he mentioned oldpg 130 duvals name for
734,and at that very moment the old brewers curiosity having got the better of his cowardice he was seen advancing across the terrace
735,there was no help for it and marsac with very bad grace had to present him to the widow
736,madame fleury was perfect mistress of the art of coquetry as applied to elderly gentlemen
737,she turned her eyes upon monsieur duval with melting glance that would have put younger man on his guard
738,not so monsieur duval
739,it had been long time since woman so young and handsome had made eyes at him and he relished it exceedingly
740,all his precautions against widows were thrown to the four winds of heaven
741,marsac almost groaned aloud as he saw in five minutes talk the widow sailing into the old fellows good graces
742,monsieur duval offered madame fleury glass of champagne and when the two sat down together on rustic bench marsacpg 131 was so overcome with chagrin at the chance he had given his enemy that he turned his back and walked toward the edge of the terrace
743,madame fleury improved her opportunity
744,she drew closer to monsieur duval and from tapping his hand gently with her cardcase soon grew to letting her hand rest on his while she poured into his ears the story of her alleged engagement to fontaine
745,according to her account fontaine had pursued her and by his importunity had made her consent to an engagement which he now refused to fulfil
746,her desire for settlement of the question was simply to avoid scandal and she dwelt so upon the impossibility of her feeling any affection for so young man as fontaine and the chance she sacrificed of meeting man old enough to please her that old duval began seriously to fear that his own agesixtysevenwas callow and immature
747,pg 132 after fifteen minutes of this had gone on marsac turned round and glanced at the pair
748,it was still light enough to see
749,madame fleury had reached the weeping stage
750,her left hand pressed handkerchief to her eyes while monsieur duval patting her right was saying tenderly there there dont cry ah if one has heart one must suffer murmured madame fleury with beautiful little sob and pressing lacetrimmed handkerchief to her eyes
751,and i have heart too impulsive nature too unsophisticated i see it i know it was old duvals fervent answer
752,it is that charming simplicity that inability to take care of your dear little self that wins upon me pg 133 i am so weak whispered madame fleury squeezing his hand
753,pray forgive me
754,you are so goodi know you are so good yes yes ill forgive you marsac heard old duval answer although what he was forgiving her he could not have told to save his life and it is thousand shames that any man should cause that innocent little heart of yours to ache
755,now wouldnt it be better for all parties if you and fontaine could separate amicably
756,and then you might find some other man that you could love old duval at this stuck his sentimentally on one side
757,a mature man monsieur duval said madame fleury wiping her eyes
758,i have had enough of young men
759,it is impossible for me to feel passionate regard for any man under sixtyfive at the least at this old duval assumed seraphic air which fairly made marsacpg 134 who could see it all perfectly ill with disgust
760,nevertheless knowing that madame fleury and her victim both wished him out of the way he continued to stand his ground stoutly walking up and down and whistling loudly and contemptuously as their voices sank to the sentimental pitch
761,presently he saw madame fleury take carefully out of her cardcase folded slip of paper which she read in low voice to the old brewer
762,marsacs heart jumped into his mouth at the thought that it was the marriage contract she was reading
763,monsieur duval kept looking toward marsac with the evident desire to get rid of him
764,presently he rose and walked over to where marsac stood and began to whisper in an embarrassed manner i say monsieur marsacpray pardon me for askingwould youerahbe kind enough to tell meexcuse me for inquiring herepg 135 the old fellow burst out explosively what the devil are you sticking here for because answered marsac i thought you would like the protection of my presence under the circumstances welli dont and then it occurred to me that you had once suggested i should myself make an offer to madame fleury
765,the lady is here also the moon nightingales flowers and other incentives to romance i withdraw that suggestion monsieur marsac i have not asked to have it withdrawn monsieur duval oooh groaned old duval
766,then suddenly the absurdity of marsacs making love to any woman overcame him and he burst out laughing this tickles me under the fifth rib
767,delphine must know it it was now marsacs turn to be chagrined
768,pg 136 my dear sir he cried i beg of you not to mention it to mademoiselle delphine
769,it was mere idle remark
770,as you have frequently heard me say my ideal of woman is platonist
771,i would not marry any other and no platonist would marry me so you perceive the utter baselessness of my language i do answered old duval looking much relieved and i hope youll stick to it
772,now ill return to that poor woman yonder which he immediately proceeded to do
773,within two minutes he said in loud voice meant for marsac to hear come madame let us look for fontaine in the garden the two walked off round the corner of the terrace in direction opposite to the garden
774,marsac knew in an instant that madame fleurys manuvre meant chance to finish up old duval in private as tigress drags her prey offpg 137 to the jungle to devour
775,marsac then looked carefully around him and seeing that he was quite unobserved he took from his pocket the copy of plato out of which he had been reading to delphine and giving the book vicious kick sent it spinning to the other end of the terrace
776,villain scoundrel dolt rascal idiot were few of the expletives that he hurled after the greatest of the greeks
777,then he walked over to the corner of the terrace where the was as the best point to command view of the grounds and seeing champagne bottle half emptied was about to drink the balance of the wine in order to save it when his eye suddenly fell upon paper lying face upward on the 
778,it was the contract between fontaine and madame fleury
779,marsac could scarcely restrain shout of joy
780,he seized itpg 138 and put it in his pocket but the next moment he saw madame fleury crossing swiftly toward him and alone
781,pardon me she said in voice that she tried unavailingly to make calm
782,i had letter here moment ago in an envelope
783,i put the envelope back in my cardcase and thought i had the letter in it but i have not
784,did you see it on the ground anywhere about here no madame answered marsac looking her steadily in the eye gaze which she as steadily returned
785,madame fleury began eagerly searching on the ground for the letter marsac politely assisting and lighting matches from time to time to supply the fastvanishing light
786,marsac never had so hard task in his life as to keep his countenance straight while he fondled the breastpocket in which lay the document that madame fleury searched for so eagerly
787,madame fleury grew more andpg 139 more anxious as she failed to find the paper
788,they were both tired with stooping and presently sat down on the ground facing each other and each steadily eying the other
789,it is so vexatious to lose letter said madame fleury
790,yes one might lose loveletter hazarded marsac
791,pg 140 not you monsieur marsac replied madame fleury sarcastically
792,true i am not widow was marsacs response to this shot
793,then they both began crawling round again watching each other like cats
794,an idea came into marsacs which almost made him laugh aloud
795,with great show of secrecy he took an old bill of landaiss from his pocket and began to tear it up into little bits which he scattered about
796,madame fleury saw the bits and with as much secrecy as marsac she began to collect them smiling to herself she was convinced that marsac was tearing up the contract
797,presently marsac lighting another match dropped it as if by accident upon little pile of these pieces of paper
798,madame fleury pretended to stumble against him nearly knocking him over and then deftly secured the halfburned scraps
799,they each sat on the ground and surveyed the other with an air of triumph
800,pg 141 never mind about the letter said madame fleury with brilliant smile clutching her precious scraps in her gloved hand and then they both laughed
801,madame fleury rose and shaking her skirts into place said i have not seen monsieur fontaine but i am not illsatisfied with my visit may i have the pleasure of escorting you to your carriage asked marsac
802,no no cried madame fleury hastily i have promised monsieur duval that he shall put me in the carriage a grinding of wheels on the roadway beneath them and behind the tall hedge was now heard and madame fleury flew down the terrace steps as lightly as the swallow skims the ground and then marsac heard vehicle rattle off
803,he could hardly wait until the carriage was halfway down the drive before shouting in his delight for fontaine 142 but fontaine and claire and delphine were all peeping round the verandah and seeing that madame fleury was gone all three came trooping toward marsac
804,my dear fellow cried marsac in tone of suppressed rapture as he took out the contract here is that cursed paper
805,she has gone off with lot of halfburned scraps of an old bill of landaiss which she thinks is this contract fontaine without word hugged marsac according to custom and claire showed such an evident inclination to do the same that marsac gave her truly brotherly embrace to which fontaine made no objection
806,here marsac said tearing the paper is half of it for you fontaine and dear claire the other half is for mademoiselle delphine and me
807,and he added timidly we will have marriage contract between us pg 143 to be destroyed answered delphine supplying what she supposed marsac meant
808,then with laughter and little jokes and blushes on claires part the contract was destroyed
809,never were fourpg 144 persons merrier until claire suddenly asked where is papa at that moment marsac happened to glance toward the highroad that crossed hill about mile off
810,the sunset glow was still upon the hill and marsacs keen eyes recognised monsieur duvals victoria with madame fleury in it and that stout in nankeen trousers and gaiters with the panama hat on his lap could be no other than old duval
811,the situation flashed upon them
812,madame fleury had bamboozled the old man into taking her back to town in one of his own carriages
813,marsac could only point in silent consternation to the carriage
814,the two girls burst into hysterical tears
815,marsac throwing himself into chair groaned aloud while fontaine alone although pretending to be grieved felt perfectly willing to get rid of madame fleury at any price even by presenting her withpg 145 the of his prospective fatherinlaw on chargerafter the manner of herodias another enterprising wouldbe widow of good many years ago
816,pg 146 chapter iv some weeks now passed but not in the happiness which might have been expected when it was at least certain that fontaine and claire could freely love each other
817,old duval had returned late the night he had driven with madame fleury to paris and his conduct since had been such as to make his family miserable
818,under pretence of having some repairs made in the passy villa he had brought them all back to paris in the heats of may and it was tolerably certain that this move was in order to be nearer madame fleury
819,claire was wretched at this idea and although being timid girl she dared not question her father she had every reason to suspect hispg 147 infatuation for the widow who had come so near wrecking fontaines life
820,as for fontaine although he daily and hourly got the benefit of his reputed two millions all the money he made went like wildfire in the effort to keep up the delusion of great fortune
821,he spent his principal and the world thought he was spending his income
822,besides he feared seriously the effect his deception might have upon claire when she found it outwhich she must sometime or other
823,then he began to have morbid apprehension of the real uncle maurice turning up and last and worst of all he was now saddled with reputation for brilliancy founded upon the play the speech and the pictureall marsacs work which had been ably sustained by the series of powerful articles signed by him and written by marsacwhich was simply maddening
824,fontaine who was of an extremely honestpg 148 and simple nature suffered agonies from this false reputation but the embarrassed manner and sickly smile with which he received compliments on his achievements was taken for modesty and he passed therefore as the most modest as well as the most gifted young man in paris
825,as for marsac and delphine they were tormented in hell of their own making
826,each profoundly in love with the other and each smarting under the supposed contempt of the other they grew sharper in their attacks on love and marriage and suffered accordingly
827,one morning marsac happening to go to monsieur duvals quite earlyfor they were now upon the most intimate terms at the househe found fontaine sitting alone in little drawingroom which communicated with the conservatory and overlooked the trees and fountains in the luxembourg gardens
828,the morning papers lay on before him but fontaine sunkpg 149 in deep armchair was picture of misery
829,marsac seeing fontaines gloomy mood began jovially and jauntily i say old man what good time you must have had last night why asked fontaine sulkily
830,because you are so blue this morning you would be blue too in my place answered fontaine sullenly
831,here i am spending every franc i make in the pretence of fortune i havent got and when i tell the truth to claire whom i love from the bottom of my heart she will hate me for the fraud i have practised upon her this view had not occurred so forcibly to marsac before
832,he took turn about the room and then said in an agitated voice is it possible that uncle maurice was not happy invention pg 150 happy invention
833,damn uncle maurice almost shouted fontaine burying his in the pillows of the great chair
834,marsac you are the best fellow in the world but you have been just little too clever this time
835,besides giving me fictitious fortune you have made me out to be the most brilliant man in paris and i can tell you it is simply killing me trying to live up to the character
836,if that picture hadnt been so deuced good if that speech hadnt been so devilish funny if that play hadnt been so damnably brightah hell and all its furies fontaine rolled about his chair in anguish while marsac sat silent and appalled at the result of his own ingenuity
837,and cried fontaine desperately dashing his hand to his forehead suppose that infernal old uncle maurice of mine should turn up from america pg 151 no no said marsac that is impossible
838,no no fate has not such cruel blow in store for us
839,it is just as rational to suppose that the other uncles and aunts i gave you should materialise and come to life in paris a knock at the door startled them both
840,it was an ordinary enough knock such as might precede footman or tradesman but to marsac and fontaine whose nerves had been good deal wrought upon in the last few exciting months it sounded like the crack of doom
841,both of them sat with pale faces and neither could say the ordinary words come in but the person knocking came in after moment
842,he was little old man shabby little old man clutching rusty travellingbag in his trembling hands
843,he stood in the centre of the room looking about awkwardly and timidly 152 marsac felt as if he were frozen to his chair
844,his tongue clove to the roof of his mouth and he could feel his hair rising on his 
845,not frankenstein when his monster came to life could have felt more horror
846,fontaine with one wild look seemed inspired with the motion that was denied marsac and darted into the conservatory
847,the old man advanced still holding on to his shabby bag
848,i am told he said hesitatingly that this is the house of monsieur duval and i would find my nephew monsieur auguste fontaine here
849,the lackeys below didnt want to let me up i suppose i am not so well dressed as i ought to be
850,i am augustes uncle just from america
851,i am monsieur maurice fontaine had the archfiend appeared in person with tail and hoofs and horns and said calmly i am beelzebub prince of darkness just from hades he could not have disconcerted marsacpg 153 more
852,he rose to his feet but found himself incapable of speech
853,this then was uncle maurice
854,like the foolish man who let the genie out of the trunk the apparition had grown and grown until it was now unmanageable
855,and here was the substance the actual man of that figment of marsacs imagination here was uncle maurice
856,marsac felt singular kind of acquaintanceship and even kinship with uncle maurice and through it all he had dim sensation of pity for the poor old man standing there holding on apparently to all his few worldly possessions and looking so deprecating so apologetic so blankly disappointed
857,uncle maurice began to speak again trying to smile but his eyes meanwhile filling with tears
858,perhaps i counted too much on this homecoming andandits ridiculous you know for poor old man to expect very warm welcome
859,i havent had pg 154 single hand held out to me yet since i landed a wave of pity swept over marsac
860,terrible as this dnouement was wreck and havoc as it made the old mans disappointment touched him and marsac had one of the best hearts in the world
861,my dear monsieur fontaine he said advancing and trying to speak in natural voice you shall not say that again
862,here is my hand and i guarantee that fontaine who is my best friend my brother in fact will not fail to welcome you
863,i have often heard him speak of you and in the kindest terms did he asked the old man delightedly grasping marsacs hand
864,that was good of the boy
865,i dare say he heard that false report that i was dead he did answered marsac and he put on mourning for you and did not go into society for several weeks pg 155 that seemed to overjoy the poor old man
866,good lad good fellow
867,ill not forget that
868,theres no such proof of real respect
869,and youwhat is your name may i ask marsacand at your service well monsieur marsac since you are so kind tell me more about my nephew
870,you know he is my only near living relative he is noble fellow and he is engaged to be married to the daughter of the owner of this house lovely girl mademoiselle claire duval the old man seated himself and with his precious bag between his knees drank in eagerly marsacs every word
871,marsac saw the advisability of preparing monsieur maurice fontaine for the state of affairs that he must presently find out
872,when fontaine went in mourning for youwhich i am glad to see there was no occasion for and i am glad too
873,go on pg 156 some miscreant started the report that you had left him fortune
874,it got into the newspapers and everybody believed iteven claire
875,fontainefoolishly i thinkdid not confide to her frankly how it was and he was telling me just now his distress at having to confess his deception to claire
876,she is sweet girl though and i believe his confession will not alter her affection in the least
877,i will go and fetch fontaine marsac went into the conservatory
878,there stood fontaine as white as sheet and wildeyed
879,come in and see your uncle whispered marsac
880,i canti wont answered fontaine desperately
881,but you must
882,the best and only thing now is to face the music
883,and besides you would feel sympathy for the old manhe is so humble so gentle and seems so grateful for even the small kindness i have shown him pg 157 he has wrecked my life was fontaines angry reply
884,rubbish
885,you are twenty times better off for him
886,come along and fontaine never having resisted marsac in his life could not do so now and went obediently into the drawingroom to greet affectionately the man whose very existence he conceived was utterly disastrous to him
887,uncle maurice was charmed with the reception he got from fontaine and immediately began joking him about claire
888,and she thought you had rich old uncle who had died and left you fortuneha
889,ha he chuckled
890,well perhaps after all you will be just as happy when the truth is known fontaine could scarcely stand this but luckily uncle maurice concluded he would make himself little presentable before being introduced to claire
891,i have some better clothes than these he said apologetically thoughpg 158 i havent them in my bag with me never mind said marsac cordially go to our quarters just around the corner here are my keys
892,get anything you wantlinen cigars liqueursand come back very soon so we can present you to claire and her cousin delphine
893,we will wait for you here let me assist you said fontaine trying to take the old bag
894,no no no cried uncle maurice determinedly ive got to hold on to thatit has all my little savings in it and the old man went off promising to return in half an hour
895,left alone marsac and fontaine avoided each others gaze and said not word
896,language could not express the depth the height the breadth of the catastrophe that had befallen them
897,yet they were undeniably better off than if uncle maurice had never lived 159 after long and painful pause marsac spoke
898,you must confess at once to claire and i dont believe it will change her affection for you fontaine had no time to reply for at that moment claire and delphine entered the room together
899,it was plain that they were distressed aboutpg 160 something and delphines first words were we are in very great trouble all is not bright for us either gloomily replied marsac
900,ours is very real trouble began claire half crying
901,we have found out that papa spends half his time with madame fleury
902,he writes to her and today came bill for thirty bouquets in three weeks for her
903,if he should marry heroh the thought is too dreadful and claire burst into tears
904,fontaine took her hand tenderly and led her into the conservatory
905,marsac and delphine were now left alone
906,marsac for once was completely unnerved but he managed to hide it from delphine
907,what do you suppose auguste and claire find to say to each other in these tremendously long private interviews she asked wishing from the bottom of her heart that marsac would showpg 161 some inclination toward long private interviews with her
908,i have great mind to interrupt this one pray dont cried marsac eagerly and then with sickly attempt at return to his old manner he said let them be happy while they can
909,soon they will be married and then a dismal shaking of the finished the sentence
910,every word went like knife to delphines tortured heart but not to be outdone she flippantly replied as far as those two go plato might never have lived and socrates might never have died now for long time ever since marsac had known and loved delphine the name of plato had become peculiarly odious to him
911,he considered that large part of the misery he was enduring was directly to be laid at the door of that philosopher and he hadpg 162 often ardently wished to himself that plato and not socrates had been forced to drink the hemlock
912,he could not forbear saying bitterly do you know mademoiselle there are persons who loathe and hate and despise and revile and scorn and contemn the plato marsacs tone of ineffable disgust when he said   might have enlightened delphine but it did not
913,i am afraid our two friends in the conservatory do not appreciate him she answered smiling
914,i dare say claire is asking auguste the very same question that eve asked adam in the garden of edenis she the only woman he has ever loved it occurred to marsac that it would be well to prepare delphine for what fontaine actually was revealing at that moment so drawing his chair nearer he said confidentially mademoiselle i can tell you exactly what they are talking about at this moment 163 what would you think if i were to tell you that fontaines uncle maurice was not dead after all but has just arrived at our lodgings and will very soon present himself in this room delphines mouth came open with astonishment and her first question when she had recovered from the shock of her surprise was and how about the fortune marsac shook his lugubriously
915,i can tell you nothing
916,that fortune is involved in the deepest mystery
917,there are indications of plot the most extraordinary you can conceive
918,i know nothing except that monsieur maurice fontaine is alive and is in paris and will be here shortly and then to her from so perilous subject he said but we are consumed with anxiety regarding monsieur duval and the comtesse de fleury
919,it will be terrible for you and claire if she succeeds in capturing monsieur duval pg 164 delphines answer was artfully contrived if that dreadful woman should succeed in marrying my uncle this could no longer be home for me here was an opportunity at once for marsac to declare himself if he had spark of tenderness for her
920,the tenderness amounting to adoration was there but marsacthe ready the witty the glib the daringwas silent and abashed in the presence of the masterpassion
921,his silence which was really one of deep emotion was naturally misunderstood by delphine
922,just as he had nerved himself to take what he thought desperate chance by telling her of his love her face hardened she deliberately turned her back to him and picking up some fancywork on the seated herself at it
