,Cleaned Data
598,I will make you this proposition.
599,"If you will give ‘La Lune’ three signed articles week, of thousand words each, I will give you five hundred francs week."
600,"I make but one stipulation,—your name must be signed to them, but Marsac must write them Fontaine hesitated for moment, but Marsac answered for him: “Done!” “And another thing."
601,"There is to be great journalists’ dinner given on the 17th, and I want you, when called upon, to make speech in the name[Pg 106] of the younger members of the staff of ‘La Lune “I couldn’t!"
602,I wouldn’t!
603,I never made speech in my life “But you could.
604,"What’s the matter with Marsac composing the speech, and your delivering it?” “None in the world,” answered Marsac, laughing."
605,"“So you can put him down for the 17th “And now about the Melun villa,” continued Maurepas, after making memorandum in his note-book."
606,“I dare not go home to my wife without the promise of that place.
607,"I told her I would see Monsieur Duval to-day, but I forgot it."
608,"I don’t know what you paid for it, but I will give you hundred thousand francs for it The prospect of making clear ten thousand francs delighted Fontaine so that he could not speak for moment,—when, catching Marsac’s eye fixed upon him, he understood the signal, and gave an evasive answer, which[Pg 107] Maurepas pooh-poohed."
609,Marsac then interfered.
610,"“The fact is,” he said, with his most candid manner, “I am against you there, Monsieur Maurepas."
611,I want Fontaine to keep the villa.
612,He wants to buy great hotel on the Avenue de l’Alma for seven hundred and fifty thousand francs.
613,"I tell him it is much too expensive for him, and I don’t think his Uncle Maurice would have approved of it Fontaine had never heard of the Avenue de l’Alma house, but he assented promptly."
614,"Maurepas, however, being intensely anxious for the villa, cut short the discussion about the Avenue de l’Alma house by offering one hundred and ten thousand francs for the villa."
615,"Fontaine, dying to accept, glanced at Marsac, who began to whistle softly."
616,"Maurepas, growing more eager, jumped his bid immediately to one hundred and twenty thousand francs."
617,"Fontaine thought Marsac crazy,[Pg 108] when he rose, buttoned his coat, and said,— “Pray excuse us, Monsieur Maurepas."
618,"We have an engagement at little supper to-night at the Archbishop’s,—quite an informal little affair “A hundred and thirty thousand francs!” cried Maurepas."
619,“I am great fool; but—” Marsac handed Fontaine’s crape-covered hat to him.
620,"“A hundred and forty thousand for the villa, and may the devil take it!” said Maurepas, in desperation."
621,"“No!” joyfully shouted Fontaine, who saw acquiescence in Marsac’s eye."
622,"“I’ll take it!” “Make one condition, my dear fellow,” said Marsac, earnestly, to Fontaine."
623,"“If you will be such fool as to sell the villa, make Monsieur Maurepas[Pg 109] promise you not to mention the price to Monsieur Duval."
624,"The old gentleman thought he was selling it to you for mere song, and he will never forgive you if he finds out you re-sold it immediately at so small an advance “Yes, yes,” said Fontaine; and Maurepas, who was making out little memorandum of the transaction, added readily,— “Yes, yes."
625,"I will not mention it “Stop,” cried Marsac."
626,“It would be as well to tell Monsieur Duval that Fontaine got large advance on it.
627,That will reconcile old Duval to his selling it “I’ll tell the old fellow anything you like.
628,"Only sign this little memorandum, Fontaine, and you can pass the papers over directly to me as soon as you get them."
629,"And if you will take cheque to bind the bargain—” Fontaine could scarcely refrain from embracing the editor on the spot, but[Pg 110] obeying telegraphic signal from Marsac, he merely said, “If it is any inconvenience to you—” “It is not the slightest; and it will please my wife to know it is settled,” answered Maurepas, taking out cheque-book and rapidly writing cheque for twenty thousand francs."
630,"In ten minutes the informal but binding agreement was made and signed, and Maurepas took his departure."
631,"Fontaine and Marsac, left alone, sat looking intently at each other, simply stunned by their good fortune."
632,"Marsac, finding words unable to express his rapture, turned double handspring over the sofa, when Fontaine, rushing up to him, hugged and kissed him violently."
633,"After this, they stood grasping each other for five minutes in silent rapture, when Marsac’s countenance, losing[Pg 111] its blissful expression, became suddenly grave."
634,"“Fontaine, this is glorious; but tell me one thing."
635,What is that singular sensation which I felt the instant my eyes rested on Delphine?
636,I feel it now.
637,"It is most peculiar and penetrating, and, although agitating, not unpleasant “Love, you idiot!” “You alarm me,” said Marsac, anxiously."
638,"“Tell me it is something less dangerous, — locomotor ataxia or paresis: I have been told the symptoms are somewhat alike “I tell you that you are in love with Delphine, just as I am in love with my sweet Claire; and you need not fight and struggle against it."
639,Love is lord of all.
640,No man has lived until he has loved “But is there no way out of love?
641,"A course of Plato and low diet—” “Not particle of good!” [Pg 112] Marsac relapsed into gloom, until Fontaine, whacking him on the back, cried exultingly,— “Think, Marsac, twenty thousand francs in hand; thirty thousand more coming; forty thousand francs profit each from the brewery shares we can now buy; thousand francs for picture; play placed; clothes enough for two years,—hurrah for Uncle Maurice!” “Hurrah!"
642,hurrah!
643,hurrah!
644,"for Uncle Maurice!” shouted Marsac, capering wildly about."
645,"Fontaine ran and opened the closet door to let out the two ballet-girls, who had gone to sleep."
646,"He pulled them out, and began dancing gaily with them; while Marsac, finding Madame Schmid at the keyhole listening, dragged her in out of the corridor, and seizing her round the waist, began to waltz furiously, both of them hurrahing for Uncle Maurice at the top of their lungs, and singing doggerel verses made[Pg 113] up as they danced, and all ending with joyous refrain of,— “Houp-là!"
647,for Uncle Maurice!” [Pg 114] Chapter III The dinner at Passy resulted in several things.
648,"Fontaine and Claire could no longer conceal their infatuation with each other, and tacit engagement ensued, to be announced as soon as Fontaine could free himself wholly from Madame Fleury,—which meant, as soon as she gave up the pursuit of him."
649,"The two friends had escaped from under the roof of 17 Rue Montignal by the exercise of an ingenuity akin to that which enables men to dig under castle walls, to steal past sentries, and to find their way over prison gates."
650,"They secretly hired another lodging, and, to avoid suspicion, made no move toward paying their rent to Madame Fleury, in spite of their coming into[Pg 115] ready money."
651,"This apparent absence of cash led her to believe, more than ever, that the story of the rich uncle was an invention of Marsac’s."
652,"They had little to move, except their new clothes and Uncle Maurice’s portrait."
653,"For week before their flight, every day they came downstairs whistling, and wearing two and sometimes three suits of clothes, which they shed, as snake sheds his skin, at their new lodgings."
654,"At last, in the dead of night, they crept softly out of their apartment, leaving on the note addressed to Madame Fleury, enclosing the full amount of their indebtedness; and stealing downstairs,—Marsac with his violin case, and Fontaine with Uncle Maurice’s portrait,—they gained the street,[Pg 116] where they ran as if Satan were after them."
655,"Madame Fleury’s chagrin next morning was excessive, particularly when she read the note, in which Marsac thanked her ironically for her hospitality to them."
656,"She had not the smallest clew to their whereabouts, but she went to work quietly to find them out."
657,"Meanwhile, Marsac and Fontaine, having her out of sight, were not disposed to trouble themselves further about her; but old Duval naturally wished his daughter to avoid any scandal which might arise over the affair, and was very solicitous that Madame Fleury be settled with."
658,"“Let sleeping dogs lie,” was Marsac’s motto; and he was not inclined to hunt up Madame Fleury in order to get formal release from her."
659,"Meanwhile, the catastrophe indicated at the very first meeting between Marsac and Delphine had fallen out in the most violent manner."
660,"They fell mutually in love, with precipitance[Pg 117] to which even Claire and Fontaine’s ardour was not patch."
661,"But although there was disaffection in the citadel of both their hearts, pride and policy made brave show of defence when really each only waited the demand from the other to surrender."
662,Marsac dared not propose to Delphine that to secure himself the charm of her society he enslave her in marriage.
663,"To ward off the suspicions which might arise in her mind from the sly jokes and hints of the two confessed lovers, he gibed at marriage more keenly than ever."
664,"Delphine, who was not whit behind Marsac in falling in love, scorned to be outdone, and railed at love and marriage, quoted Plato and Nordau, and made herself miserable in manner truly feminine."
665,"Old Duval was bent on the match between his daughter and Fontaine,—the more so, as Marsac informed him confidentially that Fontaine had two more uncles in America, and an aged and infirm aunt, all of whom intended[Pg 118] to make him their heir, and each of whom was over eighty years of age."
666,"The two young men were much at Passy, and the invitations elsewhere which they had once been forced to invent now really existed."
667,"The whole face of existence, indeed, was changed for them,—for Marsac as for Fontaine."
668,"Fontaine had always thought Marsac the cleverest fellow in the world, and he now ranked him with Napoleon and Alexander the Great."
669,"The play had been produced, and was immensely successful; the picture had been exhibited, and highly praised; while at the journalists’ dinner, Marsac’s speech delivered by Fontaine had marked Fontaine forever as born after-dinner speaker and man of esprit."
670,"This last reputation was amply confirmed by the brilliant articles, signed by Fontaine and written by Marsac, which sparkled three times week upon the pages of “La Lune In short, it appeared as if the mere report of [Pg 119] fortune of two million francs was enough to produce two million francs."
671,"But the real fact was that Marsac, hitherto an unappreciated genius, had risen to the great occasion offered him, and his success was not that of charlatan."
672,"It was that of man of parts, accomplishments, and that large generosity which does good thing and troubles not that the world gives the credit to some one else."
673,"And as everybody believed in the defunct Uncle Maurice, Fontaine and Marsac actually seemed to be deceived by their own illusion, and would talk quite gravely between themselves of Uncle Maurice,—his tastes, his habits, and his appearance."
674,"As for the real Uncle Maurice, nothing more had been heard of him, and the two young men easily persuaded themselves that nothing would."
675,"In any event, they did not intend to cross the bridge until they came to it; and some of the advantages gained by the fictitious uncle were[Pg 120] of so solid nature that even if Uncle Maurice turned up, he could not rob them of the entire fruits of their scheme."
676,"One bright evening early in May, they had dined at Passy, and after dinner sat, with the two girls and old Duval, on the terrace."
677,"The evening was warm for the season, and coffee was served out of doors."
678,"After while Delphine, who carried volume of Plato about with her as her oriflamme of battle, asked Marsac to read something to them from the great philosopher."
679,"This Marsac promptly agreed to, if Delphine would hold candle,—which would be necessary in the fading light."
680,"As it brought Delphine’s golden quite close to Marsac’s closely cropped brown one, she consented willingly."
681,"Old Duval, who had but poor opinion of Plato, sauntered off to the other end of the terrace, close by the hedge which overlooked the high-road."
682,"A with coffee,[Pg 121] iced champagne, and cigars mitigated his solitude."
683,"Afar off in the dark illumined by the wax candle which looked like firefly, Marsac read Plato aloud, with assent on his lips and contradiction in his heart."
684,"Fontaine and Claire, exchanging laughing glances, varied by an occasional tender pressure of the hands, half listened; while Delphine, happy to be near Marsac, and smiling[Pg 122] at him, yet cherished bitterness against him in her heart for his professed disdain of love."
685,"Presently Monsieur Duval was heard calling, “Monsieur Marsac!” Marsac, to whom Plato had become well-nigh intolerable, laid the book down with vicious slam, and walked to the other end of the terrace, where they were almost out of sight and hearing."
686,"“Come,” said the old man, good-humouredly, “haven’t you had enough of that old fool Plato?” “My dear Monsieur Duval, you horrify me, you pain me!” responded Marsac, in shocked voice."
687,"“Plato—the Plato—may go to the devil,” was his inward conclusion."
688,"“Well, well,” continued Monsieur Duval, “we won’t say anything more on the subject, since you and Delphine are so touchy about it."
689,"Take glass of champagne,—you like it?” “I am not afraid of it,” said Marsac, pouring out glass."
690,"[Pg 123] Monsieur Duval sighed, fidgeted, and then burst out with, “Do you know, I am afraid—I am afraid I have been to blame in letting my daughter and Monsieur Fontaine see so much of each other, while matters are still so uncertain about the Comtesse de Fleury; for I see the two young people are deeply in love with each other."
691,"Now,” he continued, with smile, “there is no such danger for you and Delphine, for I believe you talk about nothing except the folly of loving and being loved “True,” responded Marsac, gloomily, and trying to drown in champagne the resentment he felt at the scurvy trick which fate had played him."
692,"“Monsieur Fontaine is very gifted young fellow,” said Monsieur Duval."
693,"“He is,” replied Marsac, with enthusiasm."
694,"“That picture he painted—” “Admirable!” “I have no objections to man’s[Pg 124] knowing something about art, if he can sell his pictures,” said Monsieur Duval, with cautious praise."
695,"“There was—ahem—Michael Angelo, for example—” “Michael Angelo was devil of fellow with brush and paint-pot; but the man who painted Fontaine’s picture wasn’t far behind him “And that play?” “Literally, screaming success."
696,The women are carried out in hysterics at every performance.
697,"One of them, we hoped, would die from excitement."
698,It would have been worth five thousand francs’ advertising.
699,"But, unfortunately, she recovered just when our prospects seemed brightest “And the speech at the journalists’ dinner—” “The greatest effort of my—I mean, of Fontaine’s life “Those signed articles are making sensation “Ah, yes; many night have I sat[Pg 125] up writing—that is, reading those articles."
700,"Depend upon it, the things that go under Fontaine’s name are very remarkable At that moment footman approached, and handed Marsac card, saying, “The lady asked for Monsieur Fontaine Marsac was about to hand the card back, when he happened to see on it “Madame Fleury “Stop!” he cried instantly; “give me moment to think."
701,"Monsieur Duval, here is the Comtesse de Fleury come after Fontaine!"
702,"She must not see him!” Monsieur Duval jumped up, flurried, and anxious to be out of the way at the coming scene."
703,“Good heavens!
704,Let me get away.
705,I must keep my poor child out of sight.
706,"And Fontaine—” Monsieur Duval waddled off, making remarkably good time for gentleman of his years, but returned to say impressively, “Take care she[Pg 126] doesn’t bamboozle you."
707,"You need two pairs of eyes to watch, and four legs to run away, where widow is concerned;” and then he disappeared."
708,"“Show the lady here,” said Marsac, with assumed calmness, and at the same time taking another glass of champagne to steady his nerves."
709,"In minute or two he saw Madame Fleury’s imposing advancing along the gravelled walk, and then she had mounted the terrace steps and was gliding over the velvet turf toward him."
710,"As usual, she was perfectly well dressed."
711,Her bonnet was set on her with the grace of coronet.
712,"In one hand she carried parasol, and in the other silver card-case."
713,"Marsac advanced politely to meet her, and the two exchanged bows, as pugilists shake hands on entering the ring."
714,Madame Fleury lost no time in proceeding to business.
715,"“Monsieur Marsac, I have been at great deal of trouble to find you; but, as you see,[Pg 127] I have succeeded."
716,"I wish to see Monsieur Fontaine in regard to the engagement between us “Is there an engagement between you?” asked Marsac, innocently."
717,"“Of what nature, may I ask?” Madame Fleury smiled scornfully at Marsac’s pretended ignorance."
718,"“If it be true that he has come into fortune, then I am the more determined that our contract shall be fulfilled on the 15th of this month."
719,"I acknowledge, though, that I have not yet been able to persuade myself fully of this old uncle’s death, or even of his previous existence, because you have had too much to do with the affair “This, indeed, is humiliating,” said Marsac, with an offended air."
720,"“But, Madame, uncle or no uncle, let me beg of you to give up this pursuit of Fontaine."
721,"He loves another woman,—perhaps not so beautiful or attractive as you, but still he loves her."
722,I can invent some plausible story to[Pg 128] account for your coming here.
723,"I will introduce Monsieur Duval to you; he will, I guarantee, offer to send you back to Paris in superb victoria “No, I thank you “In brougham, then."
724,The brougham is very handsome.
725,"I will also introduce you as the Comtesse de Fleury—think of that!—coming from Paris as Madame Fleury in cab, returning as the Comtesse de Fleury in splendid private carriage!” Madame Fleury only laughed little at this."
726,"“I know what your offers to serve me mean, and also how much good-will you owe me “Do you doubt, Madame, that I have the very highest regard for you?"
727,Try me.
728,"There is, just behind the house, well sixty feet deep, and the water of an icy coldness."
729,"Just you jump in, and see how quickly I will jump in after you to save you Madame Fleury laughed more than ever as she declined this, and said banteringly,[Pg 129] “How could I believe you, considering that when I made you an offer you refused me?” “Oh, Madame Fleury!” cried Marsac, actually hanging his , “surely I said my affections were engaged—or—or I asked time for consideration—or I was too young to marry—or something of the sort."
730,"I did not put it in that brutally frank fashion in which you represent me “Yes, you did,” replied Madame Fleury."
731,“But I like your proposition that I shall meet Monsieur Duval.
732,"I know good deal about him and his family, but I have never seen him, and this is an admirable opportunity The world called Marsac clever man, but at that moment he felt himself to be the greatest lunkhead in existence."
733,What had he mentioned old[Pg 130] Duval’s name for?
734,"And at that very moment the old brewer’s curiosity having got the better of his cowardice, he was seen advancing across the terrace."
735,"There was no help for it; and Marsac, with very bad grace, had to present him to the widow."
736,Madame Fleury was perfect mistress of the art of coquetry as applied to elderly gentlemen.
737,She turned her eyes upon Monsieur Duval with melting glance that would have put younger man on his guard.
738,Not so Monsieur Duval.
739,"It had been long time since woman so young and handsome had made eyes at him, and he relished it exceedingly."
740,All his precautions against widows were thrown to the four winds of heaven.
741,"Marsac almost groaned aloud as he saw, in five minutes’ talk, the widow sailing into the old fellow’s good graces."
742,"Monsieur Duval offered Madame Fleury glass of champagne; and when the two sat down together on rustic bench, Marsac[Pg 131] was so overcome with chagrin at the chance he had given his enemy that he turned his back and walked toward the edge of the terrace."
743,Madame Fleury improved her opportunity.
744,"She drew closer to Monsieur Duval, and from tapping his hand gently with her card-case soon grew to letting her hand rest on his, while she poured into his ears the story of her alleged engagement to Fontaine."
745,"According to her account, Fontaine had pursued her, and by his importunity had made her consent to an engagement, which he now refused to fulfil."
746,"Her desire for settlement of the question was simply to avoid scandal; and she dwelt so upon the impossibility of her feeling any affection for so young man as Fontaine, and the chance she sacrificed of meeting man old enough to please her, that old Duval began seriously to fear that his own age—sixty-seven—was callow and immature."
747,"[Pg 132] After fifteen minutes of this had gone on, Marsac turned round and glanced at the pair."
748,It was still light enough to see.
749,Madame Fleury had reached the weeping stage.
750,"Her left hand pressed handkerchief to her eyes, while Monsieur Duval patting her right was saying tenderly,— “There, there, don’t cry “Ah, if one has heart, one must suffer,” murmured Madame Fleury, with beautiful little sob, and pressing lace-trimmed handkerchief to her eyes."
751,"“And I have heart too impulsive, nature too unsophisticated “I see it, I know it,” was old Duval’s fervent answer."
752,"“It is that charming simplicity, that inability to take care of your dear little self, that wins upon me [Pg 133] “I am so weak,” whispered Madame Fleury, squeezing his hand."
753,"“Pray, forgive me."
754,"You are so good—I know you are so good “Yes, yes, I’ll forgive you,” Marsac heard old Duval answer, although what he was forgiving her he could not have told to save his life; “and it is thousand shames that any man should cause that innocent little heart of yours to ache."
755,"Now, wouldn’t it be better for all parties if you and Fontaine could separate amicably?"
756,"And then you might find some other man that you could love Old Duval, at this, stuck his sentimentally on one side."
757,"“A mature man, Monsieur Duval,” said Madame Fleury, wiping her eyes."
758,“I have had enough of young men.
759,"It is impossible for me to feel passionate regard for any man under sixty-five, at the least At this, old Duval assumed seraphic air, which fairly made Marsac,[Pg 134] who could see it all, perfectly ill with disgust."
760,"Nevertheless, knowing that Madame Fleury and her victim both wished him out of the way, he continued to stand his ground stoutly, walking up and down and whistling loudly and contemptuously, as their voices sank to the sentimental pitch."
761,"Presently he saw Madame Fleury take carefully out of her card-case folded slip of paper, which she read in low voice to the old brewer."
762,Marsac’s heart jumped into his mouth at the thought that it was the marriage contract she was reading.
763,Monsieur Duval kept looking toward Marsac with the evident desire to get rid of him.
764,"Presently he rose and walked over to where Marsac stood, and began to whisper in an embarrassed manner,— “I say, Monsieur Marsac—pray pardon me for asking—would you—er—ah—be kind enough to tell me—excuse me for inquiring—” Here[Pg 135] the old fellow burst out explosively: “What the devil are you sticking here for?” “Because,” answered Marsac, “I thought you would like the protection of my presence, under the circumstances “Well—I don’t “And then, it occurred to me that you had once suggested I should myself make an offer to Madame Fleury."
765,"The lady is here; also the moon, nightingales, flowers, and other incentives to romance “I withdraw that suggestion, Monsieur Marsac “I have not asked to have it withdrawn, Monsieur Duval “O-o-o-h!” groaned old Duval."
766,"Then, suddenly, the absurdity of Marsac’s making love to any woman overcame him, and he burst out, laughing: “This tickles me under the fifth rib!"
767,Delphine must know it It was now Marsac’s turn to be chagrined.
768,"[Pg 136] “My dear sir,” he cried, “I beg of you not to mention it to Mademoiselle Delphine."
769,It was mere idle remark.
770,"As you have frequently heard me say, my ideal of woman is Platonist."
771,"I would not marry any other, and no Platonist would marry me; so you perceive the utter baselessness of my language “I do,” answered old Duval, looking much relieved, “and I hope you’ll stick to it."
772,"Now, I’ll return to that poor woman yonder;” which he immediately proceeded to do."
773,"Within two minutes he said in loud voice, meant for Marsac to hear, “Come, Madame, let us look for Fontaine in the garden The two walked off, round the corner of the terrace, in direction opposite to the garden."
774,"Marsac knew in an instant that Madame Fleury’s manœuvre meant chance to finish up old Duval in private, as tigress drags her prey off[Pg 137] to the jungle to devour."
775,"Marsac then looked carefully around him, and seeing that he was quite unobserved, he took from his pocket the copy of Plato out of which he had been reading to Delphine, and giving the book vicious kick, sent it spinning to the other end of the terrace."
776,"“Villain,” “scoundrel,” “dolt,” “rascal,” “idiot,” were few of the expletives that he hurled after the greatest of the Greeks."
777,"Then he walked over to the corner of the terrace where the was, as the best point to command view of the grounds, and seeing champagne bottle half emptied was about to drink the balance of the wine in order to save it, when his eye suddenly fell upon paper lying face upward on the ."
778,It was the contract between Fontaine and Madame Fleury.
779,Marsac could scarcely restrain shout of joy.
780,"He seized it[Pg 138] and put it in his pocket; but the next moment he saw Madame Fleury crossing swiftly toward him, and alone."
781,"“Pardon me,” she said in voice that she tried unavailingly to make calm."
782,"“I had letter here moment ago, in an envelope."
783,"I put the envelope back in my card-case, and thought I had the letter in it, but I have not."
784,"Did you see it on the ground anywhere about here?” “No, Madame,” answered Marsac, looking her steadily in the eye,— gaze which she as steadily returned."
785,"Madame Fleury began eagerly searching on the ground for the letter, Marsac politely assisting, and lighting matches from time to time to supply the fast-vanishing light."
786,Marsac never had so hard task in his life as to keep his countenance straight while he fondled the breast-pocket in which lay the document that Madame Fleury searched for so eagerly.
787,Madame Fleury grew more and[Pg 139] more anxious as she failed to find the paper.
788,"They were both tired with stooping, and presently sat down on the ground, facing each other, and each steadily eying the other."
789,"“It is so vexatious to lose letter,” said Madame Fleury."
790,"“Yes; one might lose love-letter,” hazarded Marsac."
791,"[Pg 140] “Not you, Monsieur Marsac,” replied Madame Fleury, sarcastically."
792,"“True; I am not widow,” was Marsac’s response to this shot."
793,"Then they both began crawling round again, watching each other like cats."
794,An idea came into Marsac’s which almost made him laugh aloud.
795,"With great show of secrecy, he took an old bill of Landais’s from his pocket, and began to tear it up into little bits, which he scattered about."
796,"Madame Fleury saw the bits, and with as much secrecy as Marsac she began to collect them, smiling to herself: she was convinced that Marsac was tearing up the contract."
797,"Presently, Marsac lighting another match dropped it, as if by accident, upon little pile of these pieces of paper."
798,"Madame Fleury pretended to stumble against him, nearly knocking him over, and then deftly secured the half-burned scraps."
799,They each sat on the ground and surveyed the other with an air of triumph.
800,"[Pg 141] “Never mind about the letter,” said Madame Fleury with brilliant smile, clutching her precious scraps in her gloved hand; and then they both laughed."
801,"Madame Fleury rose, and shaking her skirts into place, said, “I have not seen Monsieur Fontaine; but I am not ill-satisfied with my visit “May I have the pleasure of escorting you to your carriage?” asked Marsac."
802,"“No, no!” cried Madame Fleury, hastily; “I have promised Monsieur Duval that he shall put me in the carriage A grinding of wheels on the roadway beneath them and behind the tall hedge was now heard, and Madame Fleury flew down the terrace steps as lightly as the swallow skims the ground; and then Marsac heard vehicle rattle off."
803,"He could hardly wait until the carriage was half-way down the drive before shouting in his delight for Fontaine 142] But Fontaine and Claire and Delphine were all peeping round the verandah; and seeing that Madame Fleury was gone, all three came trooping toward Marsac."
804,"“My dear fellow,” cried Marsac, in tone of suppressed rapture, as he took out the contract, “here is that cursed paper."
805,"She has gone off with lot of half-burned scraps of an old bill of Landais’s which she thinks is this contract Fontaine, without word, hugged Marsac according to custom; and Claire showed such an evident inclination to do the same that Marsac gave her truly brotherly embrace, to which Fontaine made no objection."
806,"“Here,” Marsac said, tearing the paper, “is half of it for you, Fontaine, and dear Claire; the other half is for Mademoiselle Delphine and me."
807,"And,” he added timidly, “we will have marriage contract between us [Pg 143] “To be destroyed,” answered Delphine, supplying what she supposed Marsac meant."
808,"Then, with laughter and little jokes, and blushes on Claire’s part, the contract was destroyed."
809,"Never were four[Pg 144] persons merrier, until Claire suddenly asked,— “Where is papa?” At that moment Marsac happened to glance toward the high-road that crossed hill about mile off."
810,"The sunset glow was still upon the hill, and Marsac’s keen eyes recognised Monsieur Duval’s victoria, with Madame Fleury in it; and that stout in nankeen trousers and gaiters, with the Panama hat on his lap, could be no other than old Duval."
811,The situation flashed upon them.
812,Madame Fleury had bamboozled the old man into taking her back to town in one of his own carriages.
813,Marsac could only point in silent consternation to the carriage.
814,The two girls burst into hysterical tears.
815,"Marsac, throwing himself into chair, groaned aloud; while Fontaine alone, although pretending to be grieved, felt perfectly willing to get rid of Madame Fleury at any price, even by presenting her with[Pg 145] the of his prospective father-in-law on charger,—after the manner of Herodias, another enterprising would-be widow of good many years ago."
816,"[Pg 146] Chapter IV Some weeks now passed, but not in the happiness which might have been expected when it was at least certain that Fontaine and Claire could freely love each other."
817,"Old Duval had returned late, the night he had driven with Madame Fleury to Paris, and his conduct since had been such as to make his family miserable."
818,"Under pretence of having some repairs made in the Passy villa, he had brought them all back to Paris in the heats of May; and it was tolerably certain that this move was in order to be nearer Madame Fleury."
819,"Claire was wretched at this idea; and although, being timid girl, she dared not question her father, she had every reason to suspect his[Pg 147] infatuation for the widow who had come so near wrecking Fontaine’s life."
820,"As for Fontaine, although he daily and hourly got the benefit of his reputed two millions, all the money he made went like wildfire in the effort to keep up the delusion of great fortune."
821,"He spent his principal, and the world thought he was spending his income."
822,"Besides, he feared seriously the effect his deception might have upon Claire when she found it out,—which she must, sometime or other."
823,"Then he began to have morbid apprehension of the real Uncle Maurice turning up; and last and worst of all, he was now saddled with reputation for brilliancy founded upon the play, the speech, and the picture,—all Marsac’s work, which had been ably sustained by the series of powerful articles signed by him and written by Marsac,—which was simply maddening."
824,"Fontaine, who was of an extremely honest[Pg 148] and simple nature, suffered agonies from this false reputation; but the embarrassed manner and sickly smile with which he received compliments on his achievements was taken for modesty; and he passed, therefore, as the most modest as well as the most gifted young man in Paris."
825,"As for Marsac and Delphine, they were tormented in hell of their own making."
826,"Each profoundly in love with the other, and each smarting under the supposed contempt of the other, they grew sharper in their attacks on love and marriage, and suffered accordingly."
827,"One morning, Marsac happening to go to Monsieur Duval’s quite early,—for they were now upon the most intimate terms at the house,—he found Fontaine sitting alone in little drawing-room which communicated with the conservatory and overlooked the trees and fountains in the Luxembourg gardens."
828,"The morning papers lay on before him; but Fontaine, sunk[Pg 149] in deep armchair, was picture of misery."
829,"Marsac, seeing Fontaine’s gloomy mood, began jovially and jauntily,— “I say, old man, what good time you must have had last night!” “Why?” asked Fontaine, sulkily."
830,"“Because you are so blue this morning “You would be blue too, in my place,” answered Fontaine, sullenly."
831,"“Here I am, spending every franc I make in the pretence of fortune I haven’t got; and when I tell the truth to Claire, whom I love from the bottom of my heart, she will hate me for the fraud I have practised upon her This view had not occurred so forcibly to Marsac before."
832,"He took turn about the room, and then said in an agitated voice, “Is it possible that Uncle Maurice was not happy invention?” [Pg 150] “Happy invention!"
833,"Damn Uncle Maurice!” almost shouted Fontaine, burying his in the pillows of the great chair."
834,"“Marsac, you are the best fellow in the world; but you have been just little too clever this time."
835,"Besides giving me fictitious fortune, you have made me out to be the most brilliant man in Paris; and I can tell you it is simply killing me, trying to live up to the character."
836,"If that picture hadn’t been so deuced good; if that speech hadn’t been so devilish funny; if that play hadn’t been so damnably bright,—ah, hell and all its furies!” Fontaine rolled about his chair in anguish, while Marsac sat silent and appalled at the result of his own ingenuity."
837,"“And,” cried Fontaine, desperately, dashing his hand to his forehead, “suppose that infernal old Uncle Maurice of mine should turn up from America?” [Pg 151] “No, no!” said Marsac, “that is impossible."
838,"No, no, fate has not such cruel blow in store for us."
839,It is just as rational to suppose that the other uncles and aunts I gave you should materialise and come to life in Paris—” A knock at the door startled them both.
840,"It was an ordinary enough knock, such as might precede footman or tradesman; but to Marsac and Fontaine, whose nerves had been good deal wrought upon in the last few exciting months, it sounded like the crack of doom."
841,"Both of them sat with pale faces, and neither could say the ordinary words, “Come in But the person knocking came in, after moment."
842,"He was little old man, shabby little old man, clutching rusty travelling-bag in his trembling hands."
843,"He stood in the centre of the room, looking about awkwardly and timidly 152] Marsac felt as if he were frozen to his chair."
844,"His tongue clove to the roof of his mouth, and he could feel his hair rising on his ."
845,"Not Frankenstein, when his monster came to life, could have felt more horror."
846,"Fontaine, with one wild look, seemed inspired with the motion that was denied Marsac, and darted into the conservatory."
847,"The old man advanced, still holding on to his shabby bag."
848,"“I am told,” he said hesitatingly, “that this is the house of Monsieur Duval, and I would find my nephew, Monsieur Auguste Fontaine, here."
849,The lackeys below didn’t want to let me up: I suppose I am not so well dressed as I ought to be.
850,"I am Auguste’s uncle, just from America."
851,"I am Monsieur Maurice Fontaine Had the arch-fiend appeared in person, with tail and hoofs and horns, and said calmly, “I am Beelzebub, Prince of Darkness, just from Hades,” he could not have disconcerted Marsac[Pg 153] more."
852,"He rose to his feet, but found himself incapable of speech."
853,"This, then, was Uncle Maurice!"
854,"Like the foolish man who let the genie out of the trunk, the apparition had grown and grown, until it was now unmanageable."
855,"And here was the substance, the actual man of that figment of Marsac’s imagination; here was Uncle Maurice!"
856,"Marsac felt singular kind of acquaintanceship and even kinship with Uncle Maurice; and through it all he had dim sensation of pity for the poor old man standing there, holding on apparently to all his few worldly possessions, and looking so deprecating, so apologetic, so blankly disappointed."
857,"Uncle Maurice began to speak again, trying to smile, but his eyes meanwhile filling with tears."
858,"“Perhaps I counted too much on this home-coming; and—and—it’s ridiculous, you know, for poor old man to expect very warm welcome."
859,"I haven’t had [Pg 154] single hand held out to me yet, since I landed A wave of pity swept over Marsac."
